Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany,EmployeeFeedback
29,Yes,Sales,1,3,Medical,2,3,Divorced,2800,6,3,3,I feel stuck in my role
53,No,Sales,8,3,Marketing,1,4,Married,11836,5,3,2,Great learning opportunities
35,No,Research & Development,25,3,Technical Degree,4,2,Married,10903,3,3,13,Good work life balance
37,No,Sales,21,2,Medical,3,4,Married,2973,5,3,5,I love my team
53,No,Research & Development,23,4,Life Sciences,4,4,Single,14275,6,3,12,Enjoy my work
43,No,Research & Development,1,3,Life Sciences,4,4,Married,5562,4,2,5,Great learning opportunities
47,No,Sales,2,2,Marketing,3,4,Married,4537,0,3,7,Great learning opportunities
37,No,Sales,19,2,Medical,1,2,Single,7642,1,3,10,Good work life balance
50,No,Research & Development,2,4,Life Sciences,1,1,Divorced,17924,1,3,31,I love my team
39,No,Human Resources,2,3,Life Sciences,4,4,Married,5204,8,3,5,Great learning opportunities
33,No,Human Resources,3,2,Human Resources,4,2,Divorced,2277,3,4,4,Supportive management
32,Yes,Research & Development,25,4,Life Sciences,1,4,Single,2795,1,1,1,Poor work life balance
29,No,Research & Development,7,1,Medical,1,4,Divorced,2532,6,3,4,I love my team
44,No,Research & Development,9,2,Life Sciences,2,1,Married,2559,1,3,8,Happy with my salary
28,No,Sales,5,4,Medical,1,4,Single,4908,1,3,4,Great learning opportunities
58,Yes,Research & Development,2,1,Life Sciences,4,4,Divorced,2380,9,2,1,No recognition from management
43,No,Research & Development,8,3,Life Sciences,1,2,Divorced,4765,4,4,1,I love my team
20,Yes,Sales,2,3,Medical,3,3,Single,2044,1,2,2,No recognition from management
21,Yes,Research & Development,18,1,Other,4,4,Single,2693,1,2,1,Salary is too low
36,No,Research & Development,14,1,Life Sciences,3,4,Married,6586,0,2,16,Good career growth
47,No,Sales,2,4,Life Sciences,4,4,Single,3294,1,2,3,Good work life balance
22,Yes,Research & Development,3,1,Life Sciences,2,3,Married,4171,0,4,3,I feel stuck in my role
41,Yes,Research & Development,2,4,Life Sciences,2,4,Divorced,2778,4,2,7,No career progression
28,No,Research & Development,9,3,Medical,3,3,Divorced,2377,5,3,2,Great learning opportunities
39,Yes,Research & Development,6,3,Medical,4,1,Married,2404,7,1,2,No recognition from management
27,No,Research & Development,4,3,Life Sciences,2,3,Single,2318,1,3,1,Good work life balance
34,No,Research & Development,10,3,Life Sciences,2,2,Divorced,2008,1,3,1,Supportive management
42,No,Sales,14,2,Medical,3,3,Single,6244,7,3,5,I love my team
33,No,Research & Development,1,4,Other,3,1,Single,2799,3,3,3,Good career growth
58,No,Research & Development,5,3,Technical Degree,3,2,Divorced,10552,2,3,6,Good work life balance
31,No,Sales,7,4,Life Sciences,2,3,Married,2329,3,4,7,Good work life balance
35,No,Research & Development,21,1,Life Sciences,4,4,Married,4014,1,1,10,Enjoy my work
49,No,Research & Development,8,2,Other,1,2,Married,7403,4,2,26,Supportive management
48,No,Research & Development,20,4,Medical,4,3,Married,2259,4,2,0,Enjoy my work
31,No,Sales,20,2,Marketing,4,3,Married,6932,1,2,9,I love my team
36,No,Research & Development,7,4,Other,2,4,Single,4678,2,3,6,Great learning opportunities
38,No,Research & Development,1,3,Technical Degree,4,1,Married,13582,1,3,15,Supportive management
32,No,Research & Development,1,3,Life Sciences,3,2,Married,2332,6,3,3,Supportive management
25,Yes,Sales,19,2,Marketing,3,2,Married,2413,1,3,1,No growth opportunities
40,No,Sales,10,4,Marketing,1,2,Divorced,9705,2,2,1,Supportive management
26,No,Sales,1,3,Medical,3,1,Single,4294,1,3,7,I love my team
41,No,Research & Development,6,3,Medical,4,1,Single,4721,2,3,18,I love my team
36,No,Research & Development,2,4,Medical,3,3,Single,2519,4,3,11,Great learning opportunities
19,Yes,Sales,21,3,Other,4,2,Single,2121,1,4,1,Poor work life balance
20,Yes,Research & Development,4,3,Technical Degree,1,1,Single,2973,1,3,1,Poor work life balance
31,No,Research & Development,12,3,Medical,4,4,Married,5855,0,1,9,I love my team
40,No,Research & Development,9,4,Medical,4,2,Divorced,3617,8,3,1,Supportive management
32,No,Research & Development,3,4,Medical,3,1,Married,6725,1,4,8,Good work life balance
36,Yes,Sales,3,1,Life Sciences,3,4,Married,10325,1,3,16,Salary is too low
33,No,Research & Development,1,3,Life Sciences,2,4,Single,6949,0,3,5,Good work life balance
37,Yes,Sales,1,4,Life Sciences,1,3,Married,10609,5,1,14,No career progression
45,No,Research & Development,4,2,Life Sciences,3,2,Married,4447,1,2,9,I love my team
29,No,Sales,20,3,Technical Degree,3,4,Married,2157,1,3,3,Good work life balance
35,No,Sales,18,3,Medical,3,3,Married,4601,1,3,5,Supportive management
52,No,Research & Development,1,2,Life Sciences,4,4,Married,17099,2,2,9,Good career growth
58,Yes,Research & Development,2,3,Technical Degree,4,3,Single,2479,4,3,1,I feel stuck in my role
53,No,Sales,2,2,Medical,3,3,Divorced,14852,6,4,17,Enjoy my work
30,No,Sales,8,2,Other,3,3,Divorced,7264,5,4,8,Enjoy my work
38,No,Sales,10,3,Technical Degree,3,4,Single,5666,1,3,5,Supportive management
35,No,Sales,3,4,Life Sciences,4,4,Divorced,7823,6,3,10,Good career growth
39,No,Sales,2,5,Life Sciences,1,3,Single,7880,0,3,8,I love my team
40,Yes,Sales,24,3,Life Sciences,2,2,Single,13194,4,2,1,Salary is too low
47,No,Research & Development,16,4,Medical,3,3,Divorced,5067,1,4,19,Enjoy my work
36,No,Sales,8,4,Technical Degree,1,4,Divorced,5079,4,3,7,Happy with my salary
31,Yes,Research & Development,9,2,Medical,3,1,Single,2321,0,3,3,No growth opportunities
33,No,Sales,17,3,Life Sciences,4,3,Single,17444,1,3,10,Supportive management
29,Yes,Research & Development,10,3,Life Sciences,4,1,Single,2404,6,3,0,I feel stuck in my role
33,No,Research & Development,13,1,Life Sciences,2,4,Single,3452,3,3,3,Supportive management
45,No,Research & Development,1,4,Medical,4,4,Divorced,2270,3,3,5,Good career growth
50,No,Research & Development,1,2,Medical,4,4,Divorced,17399,9,2,5,Good career growth
33,No,Research & Development,1,4,Other,3,2,Married,5488,1,3,6,Enjoy my work
41,No,Research & Development,9,3,Medical,1,3,Divorced,19419,2,4,18,Good career growth
27,No,Research & Development,16,4,Technical Degree,3,2,Married,2811,9,3,2,Great learning opportunities
45,No,Research & Development,23,2,Life Sciences,4,1,Married,3633,1,3,9,I love my team
47,No,Sales,4,2,Life Sciences,4,4,Single,4163,1,3,9,Happy with my salary
30,Yes,Research & Development,22,3,Life Sciences,1,3,Married,2132,4,3,5,No career progression
50,No,Research & Development,24,3,Life Sciences,4,3,Married,13973,3,3,12,Good work life balance
38,No,Research & Development,10,1,Medical,3,3,Married,2684,0,2,2,I love my team
46,No,Research & Development,7,2,Medical,4,3,Divorced,10845,6,3,8,Good work life balance
24,No,Research & Development,17,1,Medical,4,3,Divorced,4377,1,3,4,I love my team
35,Yes,Research & Development,14,4,Other,3,2,Divorced,3743,1,1,4,No recognition from management
31,No,Research & Development,1,1,Life Sciences,3,1,Married,4148,1,3,4,Good career growth
18,No,Research & Development,5,2,Life Sciences,2,4,Single,1051,1,3,0,Good work life balance
54,No,Research & Development,17,3,Technical Degree,3,3,Married,10739,8,3,10,Enjoy my work
35,No,Research & Development,25,4,Medical,3,3,Divorced,10388,1,2,16,Great learning opportunities
30,No,Research & Development,8,2,Life Sciences,2,1,Married,11416,0,2,8,Great learning opportunities
20,Yes,Research & Development,11,3,Medical,4,1,Single,2600,1,3,1,Poor work life balance
30,Yes,Research & Development,5,3,Medical,2,2,Single,2422,0,3,3,Work is stressful
26,No,Research & Development,2,2,Medical,4,4,Married,5472,1,3,8,I love my team
22,No,Research & Development,8,1,Life Sciences,2,1,Married,2451,1,2,4,I love my team
48,No,Research & Development,6,3,Life Sciences,1,3,Single,4240,2,3,2,Supportive management
48,No,Research & Development,4,4,Life Sciences,3,3,Single,10999,7,3,15,Happy with my salary
41,No,Research & Development,7,2,Medical,4,3,Single,5003,6,3,2,Happy with my salary
39,No,Research & Development,1,1,Life Sciences,4,4,Married,12742,1,3,21,Good career growth
27,No,Research & Development,2,4,Life Sciences,1,4,Married,4227,0,3,3,Good career growth
35,No,Research & Development,10,3,Other,2,4,Divorced,3917,1,2,3,Happy with my salary
42,No,Sales,5,2,Marketing,4,3,Married,18303,6,4,1,Good work life balance
50,No,Research & Development,9,3,Life Sciences,1,4,Married,2380,4,3,1,Good career growth
59,No,Research & Development,2,3,Life Sciences,3,4,Single,13726,3,3,5,Happy with my salary
37,Yes,Research & Development,11,2,Medical,1,2,Married,4777,5,1,1,No growth opportunities
55,No,Research & Development,18,4,Medical,3,2,Married,6385,3,3,8,Enjoy my work
41,No,Research & Development,7,1,Life Sciences,2,3,Divorced,19973,1,3,21,Good work life balance
38,No,Sales,3,4,Life Sciences,2,4,Single,6861,8,3,1,Good career growth
26,Yes,Sales,29,2,Medical,2,1,Single,4969,8,3,2,Work is stressful
52,Yes,Sales,2,1,Marketing,1,4,Married,19845,1,3,32,No career progression
44,No,Sales,28,3,Medical,4,4,Married,13320,3,3,12,Great learning opportunities
50,No,Sales,1,3,Life Sciences,4,3,Married,6347,0,3,18,Enjoy my work
36,Yes,Research & Development,16,4,Life Sciences,3,1,Single,2743,1,3,17,Work is stressful
39,No,Research & Development,22,3,Medical,4,1,Single,10880,1,3,21,Supportive management
33,No,Sales,8,1,Life Sciences,2,4,Single,2342,0,2,2,Good work life balance
45,No,Sales,11,2,Life Sciences,4,4,Married,17650,3,4,9,Good work life balance
32,No,Research & Development,29,4,Medical,4,3,Single,4025,9,3,8,Good career growth
34,No,Sales,1,4,Marketing,2,4,Divorced,9725,0,2,15,Good career growth
59,No,Sales,1,2,Technical Degree,2,4,Married,11904,3,1,6,Enjoy my work
45,No,Human Resources,24,4,Medical,2,2,Single,2177,1,3,6,Great learning opportunities
53,No,Sales,2,3,Marketing,3,2,Married,7525,2,3,15,I love my team
36,Yes,Research & Development,15,3,Other,1,3,Divorced,4834,7,2,1,Salary is too low
26,Yes,Research & Development,2,3,Life Sciences,1,1,Married,2042,6,3,3,Poor work life balance
34,No,Sales,10,4,Life Sciences,3,3,Married,2220,1,3,1,Good career growth
28,No,Sales,10,1,Medical,4,2,Married,1052,1,3,1,Good work life balance
38,No,Research & Development,3,4,Other,3,3,Married,2821,3,3,2,Happy with my salary
50,No,Research & Development,2,4,Medical,2,3,Married,19237,2,2,8,Enjoy my work
37,No,Research & Development,3,3,Other,4,2,Single,4107,3,2,4,Great learning opportunities
40,No,Sales,26,3,Marketing,3,1,Married,8396,1,2,7,Good work life balance
26,No,Research & Development,1,1,Medical,1,3,Divorced,2007,1,3,5,Happy with my salary
46,No,Research & Development,1,4,Medical,4,4,Divorced,19627,9,3,2,Supportive management
54,No,Sales,2,4,Life Sciences,3,3,Married,10686,6,3,9,Great learning opportunities
56,No,Research & Development,9,3,Medical,1,3,Married,2942,2,3,5,Enjoy my work
36,No,Research & Development,12,5,Medical,4,4,Single,8858,0,2,14,Good work life balance
55,No,Research & Development,2,1,Medical,3,1,Single,16756,7,4,9,Good career growth
43,No,Sales,25,3,Medical,3,4,Divorced,10798,5,3,1,Good work life balance
20,Yes,Sales,9,3,Marketing,4,4,Single,2323,1,3,2,No recognition from management
21,Yes,Research & Development,10,3,Life Sciences,3,1,Single,1416,1,2,1,Poor work life balance
46,No,Research & Development,8,4,Life Sciences,4,1,Divorced,4615,8,3,16,I love my team
51,Yes,Research & Development,4,4,Life Sciences,1,3,Married,2461,9,4,10,No growth opportunities
28,Yes,Research & Development,24,2,Technical Degree,2,1,Single,8722,1,2,10,No growth opportunities
26,No,Research & Development,1,2,Medical,1,1,Married,3955,1,3,5,I love my team
30,No,Research & Development,20,3,Other,3,1,Married,9957,0,2,6,Supportive management
41,No,Research & Development,7,2,Technical Degree,2,3,Married,3376,1,3,10,I love my team
38,No,Research & Development,17,1,Life Sciences,3,3,Married,8823,0,2,19,Happy with my salary
40,No,Research & Development,20,4,Technical Degree,1,4,Married,10322,4,3,11,Enjoy my work
27,No,Research & Development,8,5,Life Sciences,1,3,Married,4621,1,3,3,Good career growth
55,No,Research & Development,2,1,Life Sciences,4,2,Married,10976,3,3,3,Good career growth
28,No,Research & Development,10,3,Other,3,3,Single,3660,3,4,8,Great learning opportunities
44,Yes,Human Resources,1,2,Medical,2,1,Married,10482,9,3,20,No career progression
33,No,Research & Development,5,3,Life Sciences,4,4,Divorced,7119,4,3,3,Enjoy my work
35,Yes,Sales,4,3,Technical Degree,4,1,Single,9582,0,3,8,No recognition from management
33,Yes,Research & Development,29,4,Medical,1,3,Single,4508,1,3,13,No recognition from management
28,No,Research & Development,15,2,Life Sciences,1,3,Divorced,2207,1,2,4,Supportive management
34,No,Research & Development,3,1,Life Sciences,1,4,Single,7756,0,2,6,Great learning opportunities
37,No,Sales,10,4,Life Sciences,4,4,Divorced,6694,2,3,1,Great learning opportunities
25,Yes,Research & Development,4,1,Technical Degree,4,4,Married,3691,1,4,7,No recognition from management
26,Yes,Research & Development,21,3,Medical,1,3,Divorced,2377,1,2,1,I feel stuck in my role
33,Yes,Research & Development,25,3,Medical,1,2,Single,2313,4,3,2,Poor work life balance
42,No,Research & Development,2,2,Medical,4,1,Married,17665,0,3,22,Happy with my salary
28,Yes,Research & Development,1,3,Medical,1,2,Divorced,2596,1,3,1,No career progression
50,Yes,Sales,1,4,Other,4,3,Single,4728,3,3,0,No recognition from management
33,No,Sales,7,3,Life Sciences,4,2,Married,4302,0,3,3,Happy with my salary
34,No,Research & Development,3,4,Life Sciences,3,4,Married,2979,3,3,0,Supportive management
48,No,Research & Development,1,4,Medical,1,4,Single,16885,2,2,5,Great learning opportunities
45,No,Sales,9,4,Life Sciences,2,3,Married,5593,1,3,15,Happy with my salary
52,No,Research & Development,7,4,Life Sciences,2,2,Single,10445,7,3,8,I love my team
38,No,Sales,10,4,Marketing,3,3,Divorced,8740,0,3,8,Enjoy my work
29,No,Research & Development,28,4,Life Sciences,3,4,Divorced,2514,4,3,7,Good work life balance
28,No,Research & Development,3,3,Medical,4,2,Divorced,7655,0,2,9,Supportive management
46,No,Sales,3,1,Marketing,1,3,Married,17465,3,3,12,Supportive management
38,No,Sales,2,2,Marketing,4,2,Single,7351,7,3,1,Supportive management
43,No,Research & Development,27,3,Life Sciences,3,1,Married,10820,8,3,8,Enjoy my work
39,Yes,Research & Development,2,3,Life Sciences,1,4,Divorced,12169,7,3,18,I feel stuck in my role
40,No,Research & Development,14,3,Medical,3,3,Single,19626,1,4,20,Good career growth
21,No,Research & Development,1,1,Technical Degree,4,2,Single,2070,1,4,2,Good work life balance
39,No,Research & Development,9,3,Life Sciences,3,2,Single,6782,9,2,5,Happy with my salary
36,No,Research & Development,18,4,Life Sciences,1,4,Single,7779,2,3,11,I love my team
31,No,Sales,20,3,Life Sciences,3,4,Married,2791,0,3,2,Good work life balance
28,No,Research & Development,2,1,Life Sciences,1,2,Married,3201,0,1,5,Happy with my salary
35,No,Sales,11,2,Marketing,4,4,Divorced,4968,1,3,5,Great learning opportunities
49,No,Sales,8,4,Technical Degree,4,2,Married,13120,6,3,9,Enjoy my work
34,No,Research & Development,2,2,Life Sciences,4,3,Single,4033,2,2,3,Enjoy my work
29,No,Research & Development,10,3,Life Sciences,4,2,Divorced,3291,0,2,7,Good work life balance
42,No,Research & Development,29,3,Medical,2,4,Single,4272,4,3,1,I love my team
29,No,Research & Development,8,1,Medical,2,4,Married,5056,1,2,10,Enjoy my work
38,No,Human Resources,1,3,Human Resources,3,3,Married,2844,1,4,7,Supportive management
28,No,Research & Development,6,3,Life Sciences,3,3,Divorced,2703,1,3,3,Great learning opportunities
18,Yes,Research & Development,8,1,Medical,3,3,Single,1904,1,3,0,Work is stressful
33,Yes,Sales,9,4,Marketing,1,1,Single,8224,0,3,5,No recognition from management
41,No,Research & Development,12,4,Life Sciences,2,4,Married,4766,3,3,1,Happy with my salary
31,Yes,Research & Development,15,3,Medical,3,3,Married,2610,1,2,2,Salary is too low
37,No,Research & Development,25,2,Medical,3,4,Divorced,5731,7,3,6,Supportive management
27,No,Research & Development,6,3,Life Sciences,4,3,Married,2539,1,3,4,Happy with my salary
34,No,Sales,9,1,Life Sciences,2,3,Married,5714,1,2,6,Enjoy my work
35,No,Human Resources,8,4,Technical Degree,3,3,Single,4323,1,1,5,Enjoy my work
29,Yes,Sales,23,1,Life Sciences,4,1,Married,7336,1,1,11,Poor work life balance
40,No,Research & Development,9,4,Medical,2,3,Single,13499,9,2,18,Supportive management
42,Yes,Sales,12,3,Life Sciences,3,1,Single,13758,0,2,21,Poor work life balance
42,No,Sales,4,4,Marketing,2,1,Single,5155,7,4,6,Good career growth
35,No,Research & Development,1,4,Medical,4,3,Married,2258,6,3,8,Good career growth
24,No,Research & Development,24,3,Medical,4,2,Single,3597,8,3,4,Supportive management
28,Yes,Research & Development,12,1,Life Sciences,3,4,Married,2515,1,2,1,No recognition from management
26,No,Research & Development,3,4,Medical,1,4,Married,4420,1,3,8,Great learning opportunities
30,No,Sales,10,3,Marketing,3,3,Married,6578,1,3,10,I love my team
40,No,Research & Development,26,2,Medical,3,4,Married,4422,3,1,1,Good work life balance
35,No,Research & Development,2,3,Life Sciences,3,2,Divorced,10274,2,4,7,Good work life balance
34,No,Research & Development,1,3,Medical,4,1,Single,5343,0,3,13,Enjoy my work
35,No,Research & Development,4,4,Other,4,4,Married,2376,1,4,2,Enjoy my work
43,Yes,Sales,9,3,Marketing,1,3,Single,5346,8,2,4,No growth opportunities
32,No,Sales,2,1,Life Sciences,3,1,Divorced,2827,1,3,1,Enjoy my work
56,No,Research & Development,4,4,Technical Degree,4,1,Divorced,19943,4,3,5,Great learning opportunities
29,No,Research & Development,6,1,Medical,2,4,Married,3131,1,3,10,Happy with my salary
19,No,Research & Development,9,2,Life Sciences,3,1,Single,2552,1,3,1,Supportive management
45,No,Research & Development,7,3,Medical,1,3,Married,4477,4,2,3,Enjoy my work
37,No,Research & Development,1,3,Life Sciences,4,4,Married,6474,1,2,14,Good career growth
20,No,Research & Development,3,3,Life Sciences,1,3,Single,3033,1,2,2,Good career growth
44,Yes,Research & Development,10,4,Life Sciences,3,3,Single,2936,1,3,6,No career progression
53,No,Research & Development,7,2,Medical,4,3,Divorced,18606,3,3,7,Enjoy my work
29,No,Research & Development,15,1,Life Sciences,2,4,Married,2168,0,2,5,Good work life balance
22,Yes,Research & Development,3,4,Life Sciences,3,4,Married,2853,0,3,0,Salary is too low
46,No,Sales,2,3,Marketing,3,1,Married,17048,8,3,26,Enjoy my work
44,No,Research & Development,17,3,Life Sciences,4,3,Single,2290,2,3,0,Great learning opportunities
33,No,Human Resources,2,3,Human Resources,2,3,Married,3600,1,3,5,Good career growth
41,Yes,Research & Development,5,2,Life Sciences,1,1,Divorced,2107,6,1,1,No recognition from management
30,No,Sales,29,4,Life Sciences,3,1,Divorced,4115,8,3,4,Enjoy my work
40,No,Sales,2,4,Medical,2,2,Married,4327,5,3,0,I love my team
50,No,Research & Development,2,3,Medical,4,1,Married,17856,2,3,2,Happy with my salary
28,No,Research & Development,19,4,Medical,4,1,Married,3196,1,3,6,Good career growth
46,No,Research & Development,15,2,Life Sciences,4,2,Married,19081,5,3,4,Great learning opportunities
35,No,Sales,17,4,Life Sciences,3,1,Married,8966,3,3,7,I love my team
24,Yes,Research & Development,17,2,Life Sciences,4,2,Married,2210,1,1,1,Work is stressful
33,No,Sales,25,3,Medical,2,3,Married,4539,1,2,10,Enjoy my work
36,No,Research & Development,6,4,Life Sciences,3,3,Divorced,2741,1,3,7,Good career growth
30,No,Research & Development,7,4,Life Sciences,3,3,Divorced,3491,1,2,10,Happy with my salary
44,No,Research & Development,29,4,Other,4,4,Single,4541,1,3,20,I love my team
20,No,Sales,21,3,Marketing,3,4,Single,2678,1,3,2,I love my team
46,No,Research & Development,2,4,Technical Degree,4,4,Divorced,7379,2,2,6,Good work life balance
42,No,Human Resources,2,5,Medical,4,1,Married,6272,7,4,4,Good work life balance
60,No,Sales,7,4,Marketing,2,4,Divorced,5220,0,3,11,Good career growth
32,No,Research & Development,13,3,Other,3,2,Married,2743,1,3,2,Good career growth
32,No,Research & Development,2,2,Life Sciences,4,3,Single,4998,4,3,8,I love my team
36,No,Research & Development,1,3,Technical Degree,3,1,Divorced,10252,2,3,7,Good career growth
33,No,Research & Development,9,3,Medical,1,4,Married,2781,0,3,14,I love my team
40,No,Sales,10,3,Technical Degree,2,2,Divorced,6852,7,4,5,I love my team
25,No,Sales,10,4,Life Sciences,3,4,Single,4950,0,3,4,Supportive management
30,No,Research & Development,1,3,Medical,4,2,Married,3579,0,3,11,Enjoy my work
42,No,Research & Development,26,5,Medical,1,1,Married,13191,3,3,1,Good career growth
35,No,Sales,8,2,Marketing,3,4,Married,10377,4,2,13,Good work life balance
27,No,Research & Development,14,3,Life Sciences,1,1,Married,2235,1,2,9,Happy with my salary
54,No,Research & Development,1,4,Life Sciences,4,3,Divorced,10502,7,1,5,Good career growth
44,No,Research & Development,2,1,Life Sciences,1,4,Married,2011,1,3,10,I love my team
19,Yes,Research & Development,10,3,Medical,1,2,Single,1859,1,4,1,No growth opportunities
29,No,Research & Development,1,3,Life Sciences,1,4,Divorced,3760,1,3,3,Enjoy my work
54,No,Research & Development,3,3,Life Sciences,4,4,Married,17779,3,3,10,Enjoy my work
31,No,Research & Development,11,2,Medical,3,1,Married,6833,1,2,6,I love my team
31,No,Research & Development,24,3,Medical,3,1,Single,6812,1,3,10,Great learning opportunities
59,No,Sales,3,3,Life Sciences,3,4,Single,5171,5,3,6,Good work life balance
43,No,Research & Development,3,3,Life Sciences,3,4,Married,19740,3,3,8,Good career growth
49,No,Research & Development,4,2,Medical,1,3,Married,18711,2,4,1,Great learning opportunities
36,No,Research & Development,3,3,Technical Degree,3,2,Married,3692,1,2,11,Supportive management
48,No,Research & Development,2,2,Technical Degree,4,2,Single,2559,5,2,1,Good career growth
27,No,Research & Development,4,2,Life Sciences,1,3,Divorced,2517,1,3,5,I love my team
29,No,Research & Development,7,3,Life Sciences,3,4,Divorced,6623,1,3,6,Good work life balance
48,No,Research & Development,1,3,Life Sciences,4,4,Single,18265,6,4,1,I love my team
29,No,Research & Development,1,3,Life Sciences,4,4,Divorced,16124,3,2,7,I love my team
34,No,Research & Development,20,3,Technical Degree,3,3,Married,2585,0,2,1,Good work life balance
44,No,Sales,5,3,Marketing,2,2,Married,18213,7,3,22,Supportive management
33,No,Sales,10,5,Marketing,4,3,Divorced,8380,0,3,9,I love my team
19,No,Research & Development,25,3,Life Sciences,2,4,Single,2994,1,3,1,Happy with my salary
23,No,Research & Development,1,2,Life Sciences,4,3,Married,1223,1,3,1,Happy with my salary
25,Yes,Sales,24,1,Life Sciences,3,4,Single,1118,1,3,1,Work is stressful
26,No,Research & Development,4,2,Life Sciences,3,4,Single,2875,1,2,8,I love my team
45,Yes,Sales,2,3,Marketing,1,2,Single,18824,2,3,24,No recognition from management
55,No,Research & Development,8,1,Medical,4,2,Divorced,13577,1,3,33,Enjoy my work
21,Yes,Research & Development,10,2,Life Sciences,1,3,Single,2625,1,1,2,No growth opportunities
46,No,Sales,4,2,Marketing,4,2,Married,18789,2,3,11,I love my team
34,No,Sales,2,3,Marketing,3,1,Single,4538,0,3,3,Good work life balance
51,No,Sales,9,3,Life Sciences,4,2,Divorced,19847,4,2,29,Supportive management
59,No,Research & Development,18,4,Medical,4,4,Single,10512,6,2,9,Supportive management
34,No,Research & Development,19,3,Medical,3,2,Divorced,4444,4,4,11,I love my team
28,No,Research & Development,1,4,Medical,4,3,Single,2154,0,2,4,Happy with my salary
44,No,Research & Development,4,2,Life Sciences,3,1,Divorced,19190,1,2,25,Good work life balance
34,No,Human Resources,11,3,Life Sciences,3,2,Married,4490,4,4,10,Good work life balance
35,No,Research & Development,6,1,Life Sciences,3,3,Married,3506,0,3,3,Good work life balance
42,No,Research & Development,7,4,Medical,2,2,Married,2372,6,3,1,I love my team
43,No,Sales,4,4,Marketing,4,4,Single,10231,3,4,21,Happy with my salary
36,No,Research & Development,2,4,Life Sciences,3,2,Single,5410,9,3,16,Good career growth
44,Yes,Research & Development,15,3,Medical,1,4,Married,7978,1,3,10,I feel stuck in my role
28,No,Research & Development,2,3,Life Sciences,4,4,Married,3867,1,3,2,Great learning opportunities
51,No,Research & Development,6,2,Medical,2,3,Single,2838,0,2,7,Enjoy my work
30,No,Research & Development,9,2,Medical,3,3,Single,4695,7,3,8,Supportive management
29,Yes,Research & Development,7,3,Technical Degree,2,3,Divorced,3339,3,3,7,I feel stuck in my role
28,No,Research & Development,1,3,Technical Degree,4,1,Single,2080,2,2,3,I love my team
25,No,Research & Development,1,3,Medical,4,2,Single,2096,1,2,2,Enjoy my work
32,No,Sales,8,3,Medical,3,4,Married,6209,1,4,10,Enjoy my work
45,No,Research & Development,25,3,Medical,2,2,Single,18061,3,3,0,Good work life balance
39,No,Research & Development,13,4,Medical,3,2,Divorced,17123,6,3,19,Great learning opportunities
58,No,Research & Development,23,4,Life Sciences,1,3,Divorced,2372,1,3,2,Enjoy my work
32,Yes,Research & Development,7,2,Life Sciences,4,3,Married,4883,1,3,10,No growth opportunities
39,Yes,Research & Development,23,3,Medical,3,1,Single,3904,0,3,5,No career progression
30,No,Research & Development,6,3,Technical Degree,1,4,Married,4627,0,3,9,Enjoy my work
36,No,Research & Development,10,4,Technical Degree,4,3,Married,7094,3,3,7,Good work life balance
46,No,Human Resources,1,2,Life Sciences,4,1,Single,3423,6,4,7,Supportive management
28,No,Research & Development,1,3,Life Sciences,3,4,Married,6674,0,3,9,Great learning opportunities
50,No,Research & Development,28,3,Life Sciences,4,1,Married,16880,4,3,3,Good career growth
40,Yes,Sales,25,4,Marketing,4,2,Single,9094,2,3,5,Work is stressful
52,Yes,Sales,5,3,Life Sciences,2,2,Single,8446,9,2,8,No career progression
30,No,Research & Development,17,4,Medical,2,1,Married,11916,1,3,9,Supportive management
39,No,Research & Development,18,2,Life Sciences,1,3,Single,4534,0,3,8,Good work life balance
31,No,Sales,2,4,Life Sciences,4,3,Divorced,9852,1,2,10,Supportive management
41,No,Sales,10,2,Medical,3,2,Single,6151,1,3,19,Great learning opportunities
31,Yes,Sales,1,3,Life Sciences,4,2,Single,2302,1,4,3,Salary is too low
44,Yes,Research & Development,3,3,Life Sciences,1,1,Married,2362,4,4,3,Work is stressful
42,No,Research & Development,2,1,Life Sciences,3,3,Married,17861,0,2,20,Enjoy my work
55,No,Research & Development,2,2,Medical,4,3,Married,19187,4,3,19,Happy with my salary
56,No,Human Resources,8,4,Life Sciences,4,2,Single,19717,6,3,7,Great learning opportunities
40,No,Research & Development,16,2,Life Sciences,3,3,Divorced,3544,9,3,4,Good career growth
34,No,Research & Development,9,3,Life Sciences,4,4,Divorced,8500,0,2,9,Great learning opportunities
40,No,Research & Development,2,3,Life Sciences,3,4,Single,4661,1,3,9,I love my team
41,No,Sales,1,3,Marketing,3,1,Divorced,4103,0,3,9,Great learning opportunities
35,No,Research & Development,4,4,Life Sciences,3,3,Single,4249,1,3,9,Enjoy my work
51,No,Human Resources,5,3,Life Sciences,3,2,Divorced,14026,1,3,33,Great learning opportunities
38,No,Sales,2,2,Life Sciences,2,1,Divorced,6893,3,3,7,Good career growth
34,No,Sales,15,2,Medical,3,1,Single,6125,1,4,10,Enjoy my work
25,No,Research & Development,19,1,Medical,4,4,Married,3669,3,2,3,Happy with my salary
58,Yes,Research & Development,7,4,Medical,3,1,Married,10008,7,2,10,Poor work life balance
40,No,Research & Development,1,4,Life Sciences,2,2,Married,2387,3,3,4,Enjoy my work
